name,description,price,category_slug,tags,image_url,purchase_url
Lip Trio,"A simple, demo-friendly gift for fashion, beauty interests.",45.99,beauty-self-care,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=800&q=80,
Jewelry Box,"A simple, demo-friendly gift for fashion, beauty interests.",50.49,fashion-streetwear,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?auto=format&fit=crop&w=800&q=80,
Perfume Tray,"A simple, demo-friendly gift for fashion, beauty interests.",9.99,home-kitchen,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1541643600914-78b084683601?auto=format&fit=crop&w=800&q=80,
Hair Clips,"A simple, demo-friendly gift for fashion, beauty interests.",14.49,fashion-streetwear,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1483985988355-763728e1935b?auto=format&fit=crop&w=800&q=80,
Face Roller,"A simple, demo-friendly gift for fashion, beauty interests.",17.99,beauty-self-care,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=800&q=80,
Makeup Mirror,"A simple, demo-friendly gift for fashion, beauty interests.",22.49,beauty-self-care,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=800&q=80,
Travel Perfume,"A simple, demo-friendly gift for fashion, beauty interests.",25.99,beauty-self-care,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1541643600914-78b084683601?auto=format&fit=crop&w=800&q=80,
Silk Scrunchies,"A simple, demo-friendly gift for fashion, beauty interests.",30.49,beauty-self-care,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=800&q=80,
Neutral Tote,"A simple, demo-friendly gift for fashion, beauty interests.",33.99,fashion-streetwear,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1483985988355-763728e1935b?auto=format&fit=crop&w=800&q=80,
Style Cards,"A simple, demo-friendly gift for fashion, beauty interests.",38.49,puzzles-games,"fashion,beauty,glam,lifestyle",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Travel Journal,"A simple, demo-friendly gift for travel, adventure interests.",41.99,travel-experiences,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1517842645767-c639042777db?auto=format&fit=crop&w=800&q=80,
Luggage Tracker,"A simple, demo-friendly gift for travel, adventure interests.",46.49,electronics,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Field Compass,"A simple, demo-friendly gift for travel, adventure interests.",49.99,sports-outdoors,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Camera Strap,"A simple, demo-friendly gift for travel, adventure interests.",10.49,electronics,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Packing Cubes,"A simple, demo-friendly gift for travel, adventure interests.",13.99,travel-experiences,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Dig Kit,"A simple, demo-friendly gift for travel, adventure interests.",18.49,puzzles-games,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Travel Flashlight,"A simple, demo-friendly gift for travel, adventure interests.",21.99,sports-outdoors,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Passport Cover,"A simple, demo-friendly gift for travel, adventure interests.",26.49,travel-experiences,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Museum Pass,"A simple, demo-friendly gift for travel, adventure interests.",29.99,travel-experiences,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
First Aid Kit,"A simple, demo-friendly gift for travel, adventure interests.",34.49,sports-outdoors,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Hiking Hat,"A simple, demo-friendly gift for travel, adventure interests.",37.99,fashion-streetwear,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Travel Backpack,"A simple, demo-friendly gift for travel, adventure interests.",42.49,travel-experiences,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Map Poster,"A simple, demo-friendly gift for travel, adventure interests.",45.99,art-design,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Binoculars Mini,"A simple, demo-friendly gift for travel, adventure interests.",50.49,sports-outdoors,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Travel Wallet,"A simple, demo-friendly gift for travel, adventure interests.",9.99,travel-experiences,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Camping Lantern,"A simple, demo-friendly gift for travel, adventure interests.",14.49,sports-outdoors,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
History Book,"A simple, demo-friendly gift for travel, adventure interests.",17.99,books-stationery,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1512820790803-83ca734da794?auto=format&fit=crop&w=800&q=80,
Waterproof Pouch,"A simple, demo-friendly gift for travel, adventure interests.",22.49,sports-outdoors,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Adventure Socks,"A simple, demo-friendly gift for travel, adventure interests.",25.99,fashion-streetwear,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Trail Snacks,"A simple, demo-friendly gift for travel, adventure interests.",30.49,food-drink,"travel,adventure,exploration,practical",https://images.unsplash.com/photo-1488646953014-85cb44e25828?auto=format&fit=crop&w=800&q=80,
Vinyl Stand,"A simple, demo-friendly gift for music, vinyl interests.",33.99,music-audio,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Cassette Player,"A simple, demo-friendly gift for music, vinyl interests.",38.49,music-audio,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Pick Case,"A simple, demo-friendly gift for music, vinyl interests.",41.99,collectibles-fan-culture,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Lyric Cards,"A simple, demo-friendly gift for music, vinyl interests.",46.49,books-stationery,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Vinyl Cleaner,"A simple, demo-friendly gift for music, vinyl interests.",49.99,music-audio,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Peace Pins,"A simple, demo-friendly gift for music, vinyl interests.",10.49,collectibles-fan-culture,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Guitar Hook,"A simple, demo-friendly gift for music, vinyl interests.",13.99,home-kitchen,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Round Sunglasses,"A simple, demo-friendly gift for music, vinyl interests.",18.49,fashion-streetwear,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Pocket Recorder,"A simple, demo-friendly gift for music, vinyl interests.",21.99,electronics,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Rock Puzzle,"A simple, demo-friendly gift for music, vinyl interests.",26.49,puzzles-games,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Record Frame,"A simple, demo-friendly gift for music, vinyl interests.",29.99,collectibles-fan-culture,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Guitar Strap,"A simple, demo-friendly gift for music, vinyl interests.",34.49,music-audio,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Music Poster,"A simple, demo-friendly gift for music, vinyl interests.",37.99,art-design,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Headphone Stand,"A simple, demo-friendly gift for music, vinyl interests.",42.49,music-audio,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Vinyl Crate,"A simple, demo-friendly gift for music, vinyl interests.",45.99,home-kitchen,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Song Notebook,"A simple, demo-friendly gift for music, vinyl interests.",50.49,books-stationery,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1517842645767-c639042777db?auto=format&fit=crop&w=800&q=80,
Turntable Mat,"A simple, demo-friendly gift for music, vinyl interests.",9.99,music-audio,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Beatles Book,"A simple, demo-friendly gift for music, vinyl interests.",14.49,books-stationery,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1512820790803-83ca734da794?auto=format&fit=crop&w=800&q=80,
Guitar Mug,"A simple, demo-friendly gift for music, vinyl interests.",17.99,home-kitchen,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1514228742587-6b1558fcf93a?auto=format&fit=crop&w=800&q=80,
Audio Cable,"A simple, demo-friendly gift for music, vinyl interests.",22.49,music-audio,"music,vinyl,retro,nostalgia",https://images.unsplash.com/photo-1494232410401-ad00d5433cfa?auto=format&fit=crop&w=800&q=80,
Puzzle Box,"A simple, demo-friendly gift for mystery, puzzles interests.",25.99,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Case Game,"A simple, demo-friendly gift for mystery, puzzles interests.",30.49,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Clue Notebook,"A simple, demo-friendly gift for mystery, puzzles interests.",33.99,books-stationery,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1517842645767-c639042777db?auto=format&fit=crop&w=800&q=80,
Glass Bookmark,"A simple, demo-friendly gift for mystery, puzzles interests.",38.49,books-stationery,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1512820790803-83ca734da794?auto=format&fit=crop&w=800&q=80,
Logic Calendar,"A simple, demo-friendly gift for mystery, puzzles interests.",41.99,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Escape Cards,"A simple, demo-friendly gift for mystery, puzzles interests.",46.49,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Desk Bell,"A simple, demo-friendly gift for mystery, puzzles interests.",49.99,collectibles-fan-culture,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Deduction Board,"A simple, demo-friendly gift for mystery, puzzles interests.",10.49,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1556910103-1c02745aae4d?auto=format&fit=crop&w=800&q=80,
Mystery Books,"A simple, demo-friendly gift for mystery, puzzles interests.",13.99,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1512820790803-83ca734da794?auto=format&fit=crop&w=800&q=80,
Game Mat,"A simple, demo-friendly gift for mystery, puzzles interests.",18.49,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Chess Set,"A simple, demo-friendly gift for mystery, puzzles interests.",21.99,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Riddle Cards,"A simple, demo-friendly gift for mystery, puzzles interests.",26.49,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Cipher Wheel,"A simple, demo-friendly gift for mystery, puzzles interests.",29.99,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Detective Mug,"A simple, demo-friendly gift for mystery, puzzles interests.",34.49,home-kitchen,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1514228742587-6b1558fcf93a?auto=format&fit=crop&w=800&q=80,
Evidence Folder,"A simple, demo-friendly gift for mystery, puzzles interests.",37.99,books-stationery,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Strategy Cards,"A simple, demo-friendly gift for mystery, puzzles interests.",42.49,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Puzzle Timer,"A simple, demo-friendly gift for mystery, puzzles interests.",45.99,electronics,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Mystery Poster,"A simple, demo-friendly gift for mystery, puzzles interests.",50.49,art-design,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
Brain Teasers,"A simple, demo-friendly gift for mystery, puzzles interests.",9.99,puzzles-games,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80,
Case Files,"A simple, demo-friendly gift for mystery, puzzles interests.",14.49,collectibles-fan-culture,"mystery,puzzles,strategy,logic",https://images.unsplash.com/photo-1606092195730-5d7b9af1efc5?auto=format&fit=crop&w=800&q=80,
